証券コード,企業名,業種,時価総額（億円）,配当利回り(%),PER,過去3年EPS年平均増減率(%),最新年度真FCF利回り(%),1年前真FCF利回り(%),2年前真FCF利回り(%),3年前真FCF利回り(%),3年間平均真FCF利回り(%),最新年度営業CF利回り(%),1年前営業CF利回り(%),2年前営業CF利回り(%),3年前営業CF利回り(%),3年間平均営業CF利回り(%),3年間平均CF設備投資率(%),最新年度営業利益率(%),1年前営業利益率(%),2年前営業利益率(%),3年前営業利益率(%),最新年度売上高増加率(%),1年前売上高増加率(%),2年前売上高増加率(%),ROIC(%),参考ROIC（現預金控除後）(%),1年前ROIC(%),2年前ROIC(%),3年前ROIC(%),自己資本比率(%),粗利率(%),現預金等（円）
6769,"THine Electronics, Inc.",Technology,115.66,1.34,325.6,,-6.12,-0.64,3.48,-1.66,-1.09,-6.12,-0.64,3.48,-1.66,-1.09,0.0,-7.39,0.61,-0.81,11.02,0.55,-8.06,-8.03,-5.16,-19.2,0.27,0.26,5.19,,49.26,6454287000.0
6770,"Alps Alpine Co., Ltd.",Technology,4300.31,2.89,16.52,,8.37,3.53,7.7,-8.59,6.53,22.31,15.31,20.74,3.58,19.45,67.42,4.12,,,,2.93,2.73,3.32,4.84,6.76,,,,81.73,17.84,153614000000.0
6771,"Ikegami Tsushinki Co., Ltd.",Technology,44.57,2.27,11.33,,8.46,-88.09,59.39,-34.19,-6.75,34.17,-79.09,66.3,-26.63,7.13,24.76,1.91,1.23,3.68,-4.51,2.87,-4.02,-2.45,1.93,2.4,0.9,2.79,-5.08,63.19,30.55,4669000000.0
6772,"Tokyo Cosmos Electric Co., Ltd.",Technology,70.24,4.95,250.36,,3.58,13.9,20.83,20.76,12.77,7.75,17.08,23.21,24.36,16.01,27.54,4.76,9.9,12.09,12.6,-8.62,0.69,-2.6,1.03,1.56,8.03,9.51,10.73,90.17,23.81,2950665000.0
6775,TB Group Inc.,Technology,18.54,0.0,,,-0.67,-13.84,-16.34,-17.75,-10.28,0.43,-12.95,-14.64,-16.14,-9.05,79.46,-3.37,-8.43,-9.67,-11.16,5.62,1.09,-1.81,-9.57,-13.44,-18.22,-20.09,-21.4,52.72,56.29,262725000.0
6776,"Tensho Electric Industries Co., Ltd.",Consumer Cyclical,48.32,1.77,9.57,,15.96,-13.49,-2.38,-31.0,0.03,39.36,51.57,55.57,55.2,48.83,96.63,3.31,3.28,3.95,2.53,-21.55,3.64,12.58,3.4,4.38,5.25,4.62,2.95,71.27,18.45,3241000000.0
6777,santec Holdings Corporation,Technology,2170.97,1.21,28.3,,3.01,1.96,1.32,1.17,2.1,3.73,2.76,1.51,1.43,2.67,20.33,32.77,30.92,29.49,26.12,31.13,27.34,23.75,24.06,51.46,20.89,18.34,18.22,91.57,57.68,16318695000.0
6778,"Artiza Networks, Inc.",Technology,54.04,8.25,30.66,,3.84,2.41,12.75,,6.33,4.2,4.32,15.3,,7.94,23.05,,1.15,9.68,32.19,,-31.45,-9.46,,,-0.91,1.91,,89.79,59.02,6455131000.0
6779,"Nihon Dempa Kogyo Co., Ltd.",Technology,650.06,1.05,31.55,,-3.9,2.25,7.34,5.06,1.9,6.46,9.4,13.12,10.1,9.66,93.48,6.14,8.71,8.64,15.86,2.95,5.48,-4.19,4.68,5.85,5.03,6.37,14.1,53.89,28.76,11605000000.0
6785,"Suzuki Co.,Ltd.",Technology,437.24,3.65,11.66,,6.01,6.52,1.82,0.15,4.78,12.58,12.45,8.87,9.43,11.3,59.81,,12.88,12.15,11.95,,20.19,5.13,,,11.37,9.1,8.75,95.64,21.16,6807020000.0
6786,RVH Inc.,Technology,12.41,0.0,41.88,,6.13,-18.06,-0.31,6.03,-4.08,8.44,-17.23,-0.18,9.51,-2.99,-18.42,-3.96,-3.45,-16.97,-14.39,-14.82,15.09,-1.84,-3.48,-10.59,-6.1,-20.03,-10.72,78.31,34.2,643177000.0
6787,"Meiko Electronics Co., Ltd.",Technology,5048.64,0.84,25.92,,-4.45,-0.58,0.33,-0.67,-1.57,5.45,4.29,4.63,3.11,4.79,129.31,10.21,9.23,6.5,5.72,16.33,15.24,7.28,6.94,7.77,7.97,5.42,5.16,48.23,20.96,27505000000.0
6788,"Nihon Trim Co., Ltd.",Industrials,373.31,2.58,18.62,,5.9,4.71,6.81,4.33,5.81,7.64,7.17,7.97,5.19,7.59,23.88,12.17,14.63,15.09,13.25,7.55,10.04,13.72,8.56,20.03,9.61,9.78,7.96,96.18,67.85,14209247000.0
6794,"Foster Electric Company, Limited",Technology,677.4,4.01,13.65,,0.19,16.26,15.68,-3.26,10.71,10.24,21.89,22.78,0.52,18.3,51.66,5.69,4.94,3.6,2.02,-1.96,12.38,0.91,7.91,10.91,7.56,4.16,2.12,86.54,17.53,20661000000.0
6797,"Nagoya Electric Works Co., Ltd.",Industrials,142.0,3.71,9.34,,24.73,-0.17,8.44,-22.24,11.0,27.27,3.05,9.93,4.34,13.42,43.3,10.11,15.94,13.34,13.86,0.26,-1.82,-2.37,5.25,7.66,9.39,8.07,9.49,,28.84,7539499000.0
6798,SMK Corporation,Technology,204.09,3.13,361.14,,-1.22,1.14,6.28,7.97,2.07,9.91,11.95,18.22,17.59,13.36,89.41,0.89,-0.46,-2.67,2.06,0.32,3.29,-15.17,0.06,0.08,-0.99,-25.45,1.81,69.18,19.52,9673000000.0
6800,"Yokowo Co., Ltd.",Technology,923.09,1.61,23.78,,0.84,3.44,0.04,2.25,1.44,4.68,7.84,5.22,7.92,5.91,79.08,5.57,5.1,2.1,6.08,8.69,7.79,-1.37,5.56,7.46,4.59,1.18,5.86,84.42,19.78,18174000000.0
6803,Teac Corporation,Technology,28.51,1.01,35.11,,37.21,0.35,6.31,-10.59,14.62,41.31,4.07,10.31,-5.37,18.56,46.7,2.16,4.24,2.84,3.59,-1.72,1.73,-0.17,6.61,9.55,9.23,-65.86,8.07,50.63,43.38,2173000000.0
6804,Hosiden Corporation,Industrials,1228.36,3.02,8.3,,21.68,-20.14,19.55,14.5,7.03,28.12,-14.84,21.92,16.9,11.73,-0.67,4.29,5.48,5.9,5.68,81.06,13.09,-21.04,8.49,16.6,6.32,5.99,7.73,93.81,6.51,78382000000.0
6806,"Hirose Electric Co.,Ltd.",Technology,7776.19,2.16,24.19,,3.33,3.73,1.16,3.49,2.74,5.9,7.16,5.28,5.87,6.11,56.56,20.35,22.53,20.55,25.52,11.53,14.45,-9.67,7.95,12.77,8.13,6.28,9.38,98.25,42.13,144929000000.0
6807,"Japan Aviation Electronics Industry, Limited",Technology,1670.87,2.01,23.66,,-4.04,10.95,8.67,5.91,5.19,10.17,21.75,20.86,19.42,17.59,82.63,3.92,7.05,6.39,7.45,2.81,-1.83,-4.27,3.34,4.52,6.98,5.63,7.43,78.27,15.99,48499000000.0
6809,TOA Corporation,Industrials,601.97,5.27,16.38,,8.53,7.89,6.91,-1.36,7.78,9.77,9.33,8.43,0.97,9.18,15.41,8.41,7.09,6.2,3.8,9.4,3.71,8.18,5.67,10.55,4.98,3.92,2.57,98.41,44.63,27393000000.0
6810,"Maxell, Ltd.",Technology,917.84,2.24,12.32,,0.06,1.77,8.32,-1.66,3.38,9.12,10.72,15.51,4.36,11.78,76.4,6.1,7.18,6.26,4.25,-0.29,0.52,-2.74,5.27,7.11,5.76,6.04,3.76,70.35,24.59,32063000000.0
6814,"Furuno Electric Co., Ltd.",Technology,2263.19,2.25,13.52,,7.3,2.64,-0.28,-4.01,3.22,9.44,4.78,1.2,-2.87,5.14,63.66,11.55,10.38,5.68,1.67,10.76,10.54,25.76,14.66,19.29,11.85,6.34,1.24,86.76,41.49,24283000000.0
6817,Sumida Corporation,Technology,396.21,4.42,18.07,,22.99,14.95,18.75,3.51,18.9,41.54,37.68,46.3,26.67,41.84,54.82,5.05,3.14,5.8,5.91,2.23,-2.5,6.55,4.66,4.92,1.36,7.01,6.45,49.18,14.22,6129000000.0
6819,"Izu Shaboten Resort Co.,Ltd",Consumer Cyclical,88.63,4.17,10.55,,11.13,7.85,6.14,7.36,8.37,14.78,16.4,11.09,11.09,14.09,40.5,20.87,21.7,19.37,19.0,1.86,18.09,37.11,11.97,20.11,14.07,8.16,12.27,95.0,79.72,2696799000.0
6820,Icom Incorporated,Technology,513.81,2.46,19.28,,2.65,1.05,0.42,5.24,1.37,5.25,4.89,4.3,6.65,4.81,72.7,7.9,9.95,9.22,8.36,-1.36,0.95,8.61,3.16,5.08,4.17,4.08,3.73,,43.82,27678000000.0
6822,"Oi Electric Co., Ltd.",Technology,59.39,1.6,4.92,,10.66,38.46,21.12,-32.5,23.41,28.23,46.78,27.64,-25.57,34.22,34.53,5.42,5.11,3.27,-2.04,12.61,3.3,22.64,11.54,16.68,10.52,7.91,-6.25,66.74,19.8,4377711000.0
6823,"Rion Co., Ltd.",Healthcare,393.34,2.81,13.75,,8.69,4.74,0.42,-0.71,4.62,10.59,8.74,7.27,4.54,8.87,52.65,15.3,14.47,13.51,11.92,2.24,8.36,7.79,10.62,13.13,8.5,8.97,8.07,,49.32,6014015000.0
6824,"New Cosmos Electric Co.,Ltd.",Technology,519.01,2.25,10.04,,8.52,0.97,1.02,2.09,3.5,11.48,9.42,4.91,5.05,8.6,64.94,14.68,12.23,10.6,15.3,18.83,9.36,3.6,9.31,15.2,6.8,5.79,9.81,93.72,45.6,22270176000.0
6832,"AOI Electronics Co., Ltd.",Technology,269.11,2.27,388.83,,-39.74,-9.2,-1.6,-0.82,-16.85,3.27,5.39,10.05,13.33,6.24,567.83,0.8,1.25,-4.56,0.42,9.57,3.04,-8.84,0.15,0.22,0.45,-4.25,0.02,84.81,15.9,17346710000.0
6834,"SEIKOH GIKEN Co., Ltd.",Technology,2176.71,0.59,35.05,,2.07,1.16,0.6,0.62,1.28,2.52,1.41,0.83,1.06,1.59,20.96,25.7,14.1,6.67,8.54,50.57,26.59,-3.05,17.39,37.2,7.48,2.51,3.78,,46.7,18021554000.0
6835,Allied Telesis Holdings K.K.,Technology,261.65,3.97,7.97,,23.78,19.44,-3.65,27.21,13.19,25.79,21.95,-0.28,32.13,15.82,-388.13,8.47,7.07,4.97,4.54,3.08,9.18,6.96,13.65,45.41,9.75,5.46,7.64,89.89,58.61,17029080000.0
6836,"Plat'Home Co., Ltd.",Technology,39.58,0.0,175.21,,-3.6,3.79,-1.71,-4.67,-0.51,-3.55,3.83,-1.59,-4.53,-0.44,-2.63,0.97,-3.94,-10.19,-9.88,11.27,16.86,0.42,2.42,4.62,-10.03,-28.87,-21.59,85.84,43.28,212706000.0
6837,"Kyosha Co., Ltd.",Technology,206.48,2.48,66.67,,2.68,4.53,7.8,0.91,5.0,7.15,8.07,11.51,7.27,8.91,46.22,3.34,4.87,4.4,2.75,-5.84,6.71,0.48,0.48,0.7,4.68,4.39,8.01,55.32,16.13,5687000000.0
6838,"Tamagawa Holdings Co., Ltd.",Industrials,137.09,1.31,5.44,,-4.65,-8.8,-15.38,-0.91,-9.61,-0.19,-8.26,-13.74,-0.12,-7.4,-797.87,4.99,-5.18,-13.27,6.08,34.52,26.09,-47.17,2.26,2.65,-3.68,-6.4,2.81,72.01,30.29,1342652000.0
6840,"AKIBA Holdings Co.,Ltd.",Technology,68.79,0.0,7.79,,-1.34,-7.88,-3.09,-0.86,-4.1,-0.45,-5.44,-0.59,-0.3,-2.16,-221.78,4.82,3.92,5.29,7.09,46.58,15.29,5.61,7.58,14.58,3.52,5.66,10.58,37.37,17.54,5961062000.0
6841,Yokogawa Electric Corporation,Industrials,11440.72,2.01,20.16,,5.09,6.3,3.47,1.71,4.95,7.51,8.66,5.58,3.53,7.25,32.4,13.65,14.85,14.59,9.73,7.54,4.12,18.33,11.71,19.51,11.93,12.86,8.71,95.53,45.7,217549000000.0
6844,"Shindengen Electric Manufacturing Co.,Ltd.",Technology,294.84,3.49,5.27,,2.37,-23.53,-7.6,-7.4,-9.59,21.43,-7.39,7.48,9.28,7.17,24.03,3.38,0.12,1.25,3.58,7.56,3.49,1.24,2.79,3.63,0.17,-0.56,1.48,59.66,15.52,26922000000.0
6845,Azbil Corporation,Industrials,7225.66,2.64,19.13,,4.14,4.67,2.58,0.4,3.8,5.26,6.08,3.81,1.82,5.05,25.65,15.82,13.81,12.66,11.22,-0.48,3.24,4.5,13.85,22.39,13.39,11.79,10.54,91.93,46.69,100256000000.0
6848,Dkk-Toa Corporation,Technology,168.9,2.54,18.04,,9.59,2.1,-13.7,-1.37,-0.67,14.11,10.88,0.98,1.82,8.66,538.39,2.73,7.43,10.15,9.99,-1.38,3.52,5.47,1.51,2.02,3.99,5.49,5.77,95.93,31.7,6060000000.0
6849,Nihon Kohden Corporation,Healthcare,2492.37,2.14,17.44,,5.29,2.64,4.34,-4.32,4.09,8.45,6.13,6.26,-1.01,6.95,41.65,7.97,9.19,8.83,10.22,4.29,1.55,7.45,6.69,8.67,6.58,6.25,8.7,87.92,51.78,46695000000.0
6850,Chino Corporation,Technology,282.88,2.9,14.3,,4.56,6.04,-4.75,3.7,1.95,10.27,8.99,0.36,5.72,6.54,506.66,10.2,9.83,7.94,8.5,7.91,6.94,15.26,8.18,12.56,8.43,6.69,6.93,86.65,31.46,9621000000.0
6853,"Kyowa Electronic Instruments Co., Ltd.",Technology,192.8,2.77,19.8,,-0.51,6.39,-3.74,1.5,0.71,2.92,8.39,-1.33,3.02,3.33,-12.99,8.52,8.84,7.43,4.68,6.01,3.01,7.8,5.04,6.58,5.14,4.09,2.54,97.91,38.24,4358269000.0
6855,Japan Electronic Materials Corporation,Technology,924.26,1.54,14.82,,2.42,-1.8,0.43,2.63,0.35,6.23,1.95,2.5,3.62,3.56,112.11,24.7,19.25,5.0,15.44,23.24,36.47,-15.98,10.36,21.49,10.14,1.78,8.51,86.49,43.87,27151000000.0
6856,"HORIBA, Ltd.",Technology,9055.65,1.68,21.11,,3.12,2.31,0.83,2.42,2.09,6.01,4.45,1.84,3.75,4.1,50.45,15.92,15.23,16.28,16.97,4.95,9.23,7.56,9.28,15.38,8.77,10.32,10.73,85.31,43.94,164567000000.0
6857,Advantest Corporation,Technology,224485.11,0.19,60.48,,1.33,1.19,0.05,0.21,0.86,1.49,1.27,0.15,0.31,0.97,26.81,44.22,29.26,16.78,29.93,44.75,60.27,-13.15,45.56,79.55,28.14,12.85,31.76,90.6,64.34,339966000000.0
6858,"Ono Sokki Co., Ltd.",Technology,86.67,3.62,10.1,,0.18,-5.83,-1.57,-8.01,-2.41,6.85,3.81,3.92,-2.65,4.86,163.45,4.32,1.22,1.2,0.51,15.46,2.3,5.59,2.23,2.84,0.62,1.17,0.32,94.5,45.02,3774000000.0
6859,Espec Corp.,Technology,800.48,3.67,14.16,,4.55,2.83,0.62,1.18,2.67,6.31,5.55,3.42,2.39,5.09,52.91,10.12,11.19,10.61,8.26,4.08,8.31,17.46,8.32,10.9,9.79,8.19,6.61,99.23,34.69,14696000000.0
6861,Keyence Corporation,Technology,184222.09,0.72,41.3,,2.18,2.15,2.04,1.43,2.12,2.34,2.22,2.11,1.64,2.22,4.44,50.95,51.91,51.18,54.09,10.4,9.5,4.86,12.02,21.1,12.57,12.56,14.17,,83.02,1493889000000.0
6862,MINATO HOLDINGS INC.,Technology,306.98,0.42,14.55,,-20.58,-2.64,-6.58,4.97,-9.93,-19.98,0.3,0.47,5.76,-6.4,822.16,11.57,3.13,6.5,3.59,49.03,29.04,-15.84,10.37,12.35,3.14,6.07,4.88,34.77,23.49,3996368000.0
6863,Nireco Corporation,Technology,211.08,4.06,15.21,,8.82,6.18,4.23,0.64,6.41,8.82,6.18,4.23,0.64,6.41,0.0,15.43,17.73,14.06,12.91,2.47,9.08,7.71,7.07,9.95,8.59,5.99,5.52,97.25,40.16,5106925000.0
6864,NF Holdings Corporation,Technology,109.0,2.3,16.83,,8.97,1.41,0.46,-3.1,3.61,13.67,3.13,4.86,2.56,7.22,59.99,10.35,6.03,4.46,4.85,0.6,-3.36,-2.52,4.06,6.55,1.56,1.85,2.11,97.68,38.32,5070245000.0
6866,Hioki E.E. Corporation,Technology,1333.84,2.4,18.75,,2.47,4.01,4.07,-0.04,3.52,5.64,6.65,6.33,0.93,6.21,43.86,16.76,19.16,20.32,20.57,3.21,0.3,13.92,11.81,20.42,14.56,16.48,15.79,,50.36,18532887000.0
6867,Leader Electronics Corporation,Technology,17.4,3.73,20.66,,8.23,-38.51,-0.69,-31.79,-10.32,12.14,-34.85,8.29,-24.94,-4.81,43.34,0.63,-4.36,4.76,-7.75,3.17,-9.4,11.84,0.31,0.49,-4.55,3.73,-7.82,99.97,63.48,1310685000.0
6869,Sysmex Corporation,Healthcare,11023.68,2.24,32.06,,2.08,3.47,1.24,2.39,2.26,6.7,8.01,5.8,6.24,6.84,68.06,12.68,17.85,17.46,18.53,-1.7,10.21,12.43,8.37,9.91,12.15,11.46,12.82,79.74,51.14,84892000000.0
6870,"Fenwal Controls of Japan, Ltd.",Industrials,116.92,3.7,13.17,,-4.22,2.51,7.49,0.47,1.93,2.93,8.12,9.53,3.43,6.86,111.53,8.19,9.44,8.21,10.56,3.15,-0.68,1.61,5.12,7.5,6.09,4.77,7.07,95.22,32.24,4830860000.0
6871,"Micronics Japan Co., Ltd.",Technology,4722.31,5.62,25.21,,-1.37,1.71,-0.32,0.96,0.01,2.73,3.2,1.02,1.78,2.32,109.46,23.57,22.59,13.87,20.82,26.11,45.31,-13.6,16.46,22.42,18.18,9.37,16.81,95.26,48.17,19305000000.0
6874,Kyoritsu Electric Corporation,Technology,188.18,3.94,9.78,,7.27,11.07,0.81,2.71,6.38,13.14,13.65,3.32,6.41,10.04,46.44,8.77,7.13,6.76,5.33,11.31,2.22,18.65,11.1,18.74,8.9,8.47,6.18,97.28,20.91,8530014000.0
6875,MegaChips Corporation,Technology,1460.14,2.48,18.3,,2.21,-4.25,4.83,0.2,0.93,3.63,-2.55,5.59,0.85,2.22,-4.62,-0.48,5.17,9.46,8.53,-14.55,-26.95,-18.07,-0.06,-0.07,1.24,2.91,5.58,,15.24,15293474000.0
6877,Obara Group Incorporated,Industrials,755.29,2.84,11.85,,2.0,6.79,5.78,6.61,4.86,6.77,11.06,7.02,8.81,8.28,42.3,15.73,16.31,16.33,16.9,9.38,2.14,9.8,7.87,11.53,7.72,8.41,7.64,90.73,33.0,26179000000.0
6882,"Sansha Electric Manufacturing Co.,Ltd.",Industrials,147.75,5.41,38.76,,14.3,-10.28,9.25,-6.76,4.42,22.81,6.43,15.59,-1.34,14.94,112.63,5.2,4.22,10.99,5.8,4.76,-17.95,10.39,2.16,2.87,1.59,11.33,5.77,92.83,24.45,6768000000.0
6888,Acmos Inc.,Technology,49.74,5.02,15.71,,4.38,4.77,9.95,6.6,6.37,5.16,6.99,12.6,7.22,8.25,22.64,9.09,10.6,11.08,10.25,3.08,6.18,27.14,10.78,47.17,12.16,12.91,8.95,85.23,35.95,2903929000.0
6890,Ferrotec Corporation,Technology,4627.12,1.74,31.18,,-5.48,-5.56,-10.05,-3.02,-7.03,6.32,5.63,6.21,9.3,6.05,215.73,9.54,8.78,11.18,16.62,5.3,23.36,5.51,4.2,5.85,4.65,5.78,11.41,70.62,28.14,129918000000.0
6894,"Pulstec Industrial Co., Ltd.",Industrials,29.82,4.2,10.43,,11.34,-5.1,8.97,-4.41,5.07,19.53,5.13,13.37,-3.54,12.68,91.43,13.98,13.52,13.72,12.32,2.68,-4.81,6.67,6.42,13.92,9.11,7.46,6.34,,41.5,2159240000.0
6897,Twinbird Corporation,Consumer Cyclical,68.37,2.02,,,6.69,-10.74,2.0,-6.02,-0.68,10.8,-3.12,6.78,1.74,4.82,-45.21,-9.5,0.05,1.11,0.4,-10.52,-2.39,-4.94,-10.53,-11.99,-0.04,1.07,0.22,84.61,23.71,1052604000.0
6898,"Tomita Electric Co.,Ltd.",Technology,44.11,0.0,35.52,,-3.12,-5.03,0.99,-0.77,-2.39,-2.66,-2.47,1.77,0.91,-1.12,-25.52,-3.83,-12.07,-1.86,7.16,12.75,-4.72,-25.54,-1.5,-2.08,-4.55,-1.0,3.23,,25.87,1112273000.0
6899,Asti Corporation,Technology,71.05,3.54,9.97,,23.06,54.03,18.85,-0.9,31.98,59.2,78.83,45.37,69.13,61.13,50.32,2.09,2.32,3.51,2.92,-4.65,2.88,-1.97,2.4,2.76,1.89,4.5,3.64,67.96,10.34,4818717000.0
6902,DENSO Corporation,Consumer Cyclical,47911.46,3.85,11.73,,1.6,6.54,10.76,3.93,6.3,10.67,15.84,20.08,12.58,15.53,63.36,7.33,7.25,5.33,6.66,5.28,0.24,11.61,6.92,8.59,7.36,4.86,6.16,79.7,15.51,1222846000000.0
6904,"Harada Industry Co., Ltd.",Technology,130.08,1.63,30.0,,27.8,0.81,12.96,-0.75,13.86,32.04,6.58,18.63,4.29,19.08,43.79,5.68,3.86,2.18,-1.71,-5.86,-4.63,11.61,2.15,2.87,0.73,1.41,-3.18,53.43,22.6,6982965000.0
6905,"Cosel Co., Ltd.",Industrials,527.75,4.66,13.07,,2.28,3.95,8.18,0.24,4.8,5.75,7.31,10.48,1.95,7.85,42.72,-2.77,2.32,16.68,13.97,-7.42,-34.72,17.5,-1.32,-3.12,-0.33,10.14,7.14,99.57,24.1,30270000000.0
6907,"GEOMATEC Co., Ltd.",Technology,60.59,0.0,9.48,,6.18,1.81,-32.54,-8.17,-8.18,20.73,7.89,-15.84,5.06,4.26,13.94,5.68,6.13,-14.24,1.14,13.78,14.66,-20.76,3.8,5.77,2.76,-6.1,0.56,82.54,24.35,4029857000.0
6908,"Iriso Electronics Co., Ltd.",Technology,590.77,3.64,16.41,,5.67,6.58,5.39,0.88,5.88,20.39,21.89,19.66,11.33,20.65,71.57,9.42,10.74,13.12,10.31,1.92,4.48,20.61,4.97,7.15,5.97,8.01,6.33,90.08,31.85,24314000000.0
6912,Kikusui Holdings Corporation,Industrials,205.6,2.43,12.77,,7.96,9.22,4.54,-0.6,7.24,11.11,10.44,5.99,0.18,9.18,21.4,14.54,14.87,14.84,12.69,9.37,7.53,3.5,9.63,15.52,9.63,9.44,8.8,,50.88,5956911000.0
6914,"OPTEX GROUP Company, Limited",Technology,1083.43,2.5,14.02,,5.24,5.46,0.72,0.27,3.81,8.72,7.1,1.95,1.54,5.92,42.09,12.38,11.26,10.47,11.51,4.12,12.23,2.85,9.71,15.31,9.07,7.51,9.01,93.0,52.05,22884000000.0
6915,"Chiyoda Integre Co.,Ltd.",Technology,286.04,4.7,7.98,,11.23,12.9,10.73,5.8,11.62,14.44,18.28,16.51,12.3,16.41,28.9,7.82,9.36,7.76,7.66,-7.7,4.56,0.11,5.27,9.24,6.28,5.3,5.62,98.12,27.54,17871000000.0
6918,Aval Data Corporation,Technology,201.25,3.01,36.25,,11.72,-5.61,-16.82,0.88,-3.57,11.97,-2.6,-11.7,2.26,-0.78,-52.53,7.81,12.94,16.66,16.65,-19.58,-12.72,-12.58,2.59,3.95,5.01,6.51,8.19,99.27,28.52,7001418000.0
6919,KEL Corporation,Technology,103.31,5.66,49.02,,-0.54,2.27,9.82,7.09,3.85,14.0,11.19,22.45,16.16,15.88,79.93,2.22,5.02,8.95,16.55,8.3,-2.94,-15.65,1.06,1.51,2.62,4.65,10.57,95.03,21.77,4729613000.0
6920,Lasertec Corporation,Technology,30904.65,1.22,40.06,,2.44,0.96,0.65,-0.29,1.35,2.52,1.08,1.31,-0.11,1.64,21.42,,48.85,38.11,40.76,,17.78,39.7,,,57.54,51.35,54.58,,59.21,86087000000.0
6923,"Stanley Electric Co., Ltd.",Consumer Cyclical,4243.61,3.24,14.33,,4.89,4.94,9.06,9.43,6.3,18.46,15.69,15.45,17.97,16.53,61.13,8.23,9.62,7.59,8.35,1.74,7.87,7.47,5.62,9.33,7.09,5.18,5.76,73.53,20.81,226985000000.0
6925,Ushio Inc.,Industrials,2794.64,1.98,37.14,,3.11,1.73,-0.37,-2.59,1.49,6.49,7.31,3.21,0.31,5.67,79.98,6.67,4.97,7.23,9.06,0.9,-1.01,2.51,2.36,3.34,1.8,3.36,4.31,74.94,36.56,77980000000.0
6926,"Okaya Electric Industries Co., Ltd.",Technology,42.98,0.0,,,-31.41,-13.46,39.66,-6.95,-1.74,-26.37,-9.31,48.93,-1.23,4.42,-14.92,-16.99,-18.22,2.79,3.91,6.56,-32.99,-16.28,-16.64,-22.31,-15.96,1.53,3.79,57.42,9.11,2591823000.0
6927,"Helios Techno Holding Co., Ltd.",Technology,176.43,6.1,10.77,,6.23,4.34,13.29,3.03,7.95,10.55,4.98,14.36,3.34,9.96,20.39,13.03,9.12,13.54,5.28,43.76,-9.21,36.1,7.58,26.21,4.09,6.57,1.71,88.44,36.31,12309004000.0
6928,"Enomoto Co., Ltd.",Technology,188.1,2.75,14.91,,3.7,-4.95,5.73,-5.84,1.49,13.29,3.89,16.46,9.62,11.21,121.51,5.43,2.3,0.63,5.33,13.15,6.48,-13.74,4.47,5.55,1.9,0.41,5.02,83.49,14.95,5334525000.0
6929,"Nippon Ceramic Co., Ltd.",Technology,741.87,4.58,14.08,,3.7,6.72,4.98,4.06,5.13,6.59,8.82,7.0,6.86,7.47,32.19,22.8,19.82,18.72,17.99,9.14,2.41,5.12,9.24,24.9,7.1,6.48,5.54,99.86,31.37,29938000000.0
6932,ENDO Lighting Corporation,Consumer Cyclical,381.77,3.82,9.27,,15.67,-4.07,18.56,2.16,10.05,26.92,7.64,26.59,10.22,20.38,75.07,10.35,9.17,10.06,6.76,3.23,3.92,13.07,6.51,10.3,7.68,8.31,5.87,77.51,41.04,23988000000.0
6941,"Yamaichi Electronics Co.,Ltd.",Technology,1362.12,2.2,15.0,,5.48,4.52,-0.94,4.85,3.02,7.38,6.61,2.37,7.96,5.45,65.64,21.93,18.16,8.05,19.44,16.34,24.37,-22.48,17.58,27.38,13.52,4.87,17.22,89.76,40.62,17790585000.0
6942,"Sophia Holdings Co.,Ltd.",Technology,66.47,0.0,,,2.45,11.18,5.62,13.98,6.42,3.93,11.66,6.18,16.07,7.26,16.98,-0.73,4.12,-35.24,3.91,-0.36,2902.94,-97.05,-0.83,-1.63,2.18,-1.1,0.71,60.93,36.43,2145269000.0
6943,"NKK Switches Co., Ltd.",Industrials,45.66,1.8,15.6,,-23.69,-1.29,-20.49,2.3,-15.16,0.65,14.27,9.31,13.45,8.08,1393.32,3.35,-5.98,3.92,8.61,10.7,-19.88,-8.59,1.46,2.0,-4.64,1.87,5.4,,42.28,3718253000.0
6946,"Nippon Avionics Co., Ltd.",Industrials,955.36,0.24,25.5,,-4.69,1.76,-0.76,-1.11,-1.23,-3.79,2.25,-0.22,-0.9,-0.59,-84.78,18.89,13.9,12.06,10.99,45.08,11.45,1.7,14.81,15.4,10.81,11.39,11.21,52.44,32.59,1024000000.0
6947,Zuken Inc.,Technology,1022.17,3.22,19.15,,5.3,4.17,4.13,1.98,4.53,6.0,4.76,4.77,2.82,5.18,12.47,13.61,13.24,12.47,12.63,5.81,5.9,9.67,10.77,85.57,9.53,8.53,7.7,,68.58,36081644000.0
6951,JEOL Ltd.,Technology,3304.87,1.93,15.69,,0.27,5.7,3.58,-0.92,3.18,4.84,6.99,4.63,1.01,5.49,45.17,14.51,18.05,15.79,14.85,-8.82,12.83,7.16,11.46,14.87,18.43,14.48,16.02,90.79,46.29,38949000000.0
6952,"Casio Computer Co.,Ltd.",Technology,4492.46,2.24,25.61,,3.02,1.73,4.59,0.07,3.11,6.71,3.59,6.79,2.52,5.7,46.48,8.35,2.27,5.29,6.88,5.54,-2.63,1.89,5.77,12.63,1.56,3.43,5.2,84.76,44.22,150669000000.0
